# Open-loop AC Monte Carlo simulation mismatch-only GBW
# N B M BN BM NN NV MV
9.90464E+06 1.01166E+07 9.75207E+06 1.00646E+07 9.88942E+06 2.14677E+07 2.26752E+07 2.18604E+07
1.00669E+07 1.01525E+07 9.89106E+06 9.99328E+06 9.90964E+06 2.16569E+07 2.23856E+07 2.23971E+07
1.00872E+07 1.03523E+07 1.01525E+07 9.72728E+06 1.04374E+07 2.24319E+07 2.16254E+07 2.23506E+07
9.88799E+06 1.05018E+07 9.94627E+06 9.94089E+06 9.98295E+06 2.25176E+07 2.20513E+07 2.24952E+07
1.01006E+07 1.04608E+07 9.97111E+06 9.77364E+06 1.02345E+07 2.12259E+07 2.28272E+07 2.29204E+07
9.81331E+06 9.82694E+06 9.85428E+06 1.00507E+07 1.02359E+07 2.10491E+07 2.21136E+07 2.19738E+07
9.87234E+06 1.01822E+07 9.99008E+06 9.98185E+06 1.02996E+07 2.19764E+07 2.27808E+07 2.23142E+07
1.00854E+07 9.83154E+06 9.94722E+06 1.0101E+07 1.0242E+07 2.19375E+07 2.30156E+07 2.14262E+07
1.00373E+07 9.96862E+06 9.65828E+06 9.60829E+06 9.76964E+06 2.12211E+07 2.17647E+07 2.2303E+07
1.01805E+07 1.0629E+07 1.01954E+07 1.0132E+07 1.02998E+07 2.25319E+07 2.30007E+07 2.24637E+07
1.01539E+07 1.04092E+07 1.02071E+07 1.02776E+07 9.6393E+06 2.20007E+07 2.21425E+07 2.25102E+07
1.01875E+07 9.90688E+06 1.00733E+07 1.0255E+07 1.06356E+07 2.2183E+07 2.15913E+07 2.12999E+07
9.85627E+06 1.0455E+07 1.00332E+07 9.93726E+06 1.02944E+07 2.20337E+07 2.27437E+07 2.29355E+07
1.00133E+07 1.01685E+07 1.0244E+07 9.88948E+06 1.05102E+07 2.14182E+07 2.29316E+07 2.10137E+07
9.95254E+06 1.00202E+07 9.89531E+06 9.50729E+06 9.87758E+06 2.11152E+07 2.23243E+07 2.25837E+07
1.01401E+07 1.03131E+07 9.70131E+06 1.01611E+07 1.03625E+07 2.15275E+07 2.2851E+07 2.2992E+07
9.80602E+06 9.8972E+06 1.0629E+07 1.01287E+07 1.00397E+07 2.16185E+07 2.1708E+07 2.22936E+07
1.02085E+07 1.0004E+07 9.98702E+06 9.98987E+06 1.0186E+07 2.21042E+07 2.23798E+07 2.21998E+07
9.81311E+06 1.0104E+07 1.04406E+07 9.86014E+06 1.01907E+07 2.22493E+07 2.21799E+07 2.23258E+07
1.04109E+07 9.53441E+06 9.78767E+06 1.02004E+07 1.0507E+07 2.27988E+07 2.27429E+07 2.2044E+07
9.92507E+06 1.02002E+07 1.01255E+07 1.0024E+07 1.01666E+07 2.25541E+07 2.3084E+07 2.16387E+07
9.92556E+06 1.03495E+07 1.03857E+07 1.03117E+07 1.00825E+07 2.25655E+07 2.13732E+07 2.24834E+07
1.00831E+07 1.0158E+07 1.03462E+07 9.92054E+06 9.94063E+06 2.11949E+07 2.27641E+07 2.25734E+07
