1.00000000e+03,3.42530270e-07,1.00000000e+03,3.42530313e-07,1.00000000e+03,3.42530327e-07,1.00000000e+03,3.42530270e-07,1.00000000e+03,4.22795240e-07,1.00000000e+03,3.42530346e-07,1.00000000e+03,3.32355963e-07,1.00000000e+03,4.04007630e-07,1.00000000e+03,3.32307969e-07,
1.25892541e+03,3.05380367e-07,1.25892541e+03,3.05380405e-07,1.25892541e+03,3.05380417e-07,1.25892541e+03,3.05380367e-07,1.25892541e+03,3.76940016e-07,1.25892541e+03,3.05380435e-07,1.25892541e+03,2.96309537e-07,1.25892541e+03,3.60190058e-07,1.25892541e+03,2.96266748e-07,
1.58489319e+03,2.72308858e-07,1.58489319e+03,2.72308892e-07,1.58489319e+03,2.72308903e-07,1.58489319e+03,2.72308858e-07,1.58489319e+03,3.36118874e-07,1.58489319e+03,2.72308918e-07,1.58489319e+03,2.64220363e-07,1.58489319e+03,3.21182871e-07,1.58489319e+03,2.64182208e-07,
1.99526231e+03,2.42863755e-07,1.99526231e+03,2.42863785e-07,1.99526231e+03,2.42863794e-07,1.99526231e+03,2.42863755e-07,1.99526231e+03,2.99773912e-07,1.99526231e+03,2.42863808e-07,1.99526231e+03,2.35649879e-07,1.99526231e+03,2.86452958e-07,1.99526231e+03,2.35615849e-07,
2.51188643e+03,2.16643880e-07,2.51188643e+03,2.16643907e-07,2.51188643e+03,2.16643915e-07,2.51188643e+03,2.16643880e-07,2.51188643e+03,2.67409946e-07,2.51188643e+03,2.16643927e-07,2.51188643e+03,2.10208823e-07,2.51188643e+03,2.55527138e-07,2.51188643e+03,2.10178467e-07,
3.16227766e+03,1.93293096e-07,3.16227766e+03,1.93293120e-07,3.16227766e+03,1.93293128e-07,3.16227766e+03,1.93293096e-07,3.16227766e+03,2.38587383e-07,3.16227766e+03,1.93293138e-07,3.16227766e+03,1.87551636e-07,3.16227766e+03,2.27985354e-07,3.16227766e+03,1.87524552e-07,
3.98107171e+03,1.72495200e-07,3.98107171e+03,1.72495221e-07,3.98107171e+03,1.72495227e-07,3.98107171e+03,1.72495200e-07,3.98107171e+03,2.12915924e-07,3.98107171e+03,1.72495237e-07,3.98107171e+03,1.67371507e-07,3.98107171e+03,2.03454648e-07,3.98107171e+03,1.67347337e-07,
5.01187234e+03,1.53969401e-07,5.01187234e+03,1.53969419e-07,5.01187234e+03,1.53969425e-07,5.01187234e+03,1.53969401e-07,5.01187234e+03,1.90048982e-07,5.01187234e+03,1.53969433e-07,5.01187234e+03,1.49395987e-07,5.01187234e+03,1.81603837e-07,5.01187234e+03,1.49374413e-07,
6.30957344e+03,1.37466325e-07,6.30957344e+03,1.37466342e-07,6.30957344e+03,1.37466347e-07,6.30957344e+03,1.37466325e-07,6.30957344e+03,1.69678748e-07,6.30957344e+03,1.37466354e-07,6.30957344e+03,1.33383109e-07,6.30957344e+03,1.62138789e-07,6.30957344e+03,1.33363847e-07,
7.94328235e+03,1.22764474e-07,7.94328235e+03,1.22764489e-07,7.94328235e+03,1.22764494e-07,7.94328235e+03,1.22764474e-07,7.94328235e+03,1.51531819e-07,7.94328235e+03,1.22764500e-07,7.94328235e+03,1.19117953e-07,7.94328235e+03,1.44798249e-07,7.94328235e+03,1.19100751e-07,
1.00000000e+04,1.09667087e-07,1.00000000e+04,1.09667100e-07,1.00000000e+04,1.09667104e-07,1.00000000e+04,1.09667087e-07,1.00000000e+04,1.35365327e-07,1.00000000e+04,1.09667110e-07,1.00000000e+04,1.06409604e-07,1.00000000e+04,1.29350142e-07,1.00000000e+04,1.06394236e-07,
