-4.64158883e-01,1.19551682e+00,-4.64158883e-01,7.98545997e+00,-4.64158883e-01,1.75106609e+00,-4.64158883e-01,6.40507638e+00,-4.64158883e-01,1.74868549e+00,-4.64158883e-01,6.45527520e+00,-4.64158883e-01,1.16814579e+00,-4.64158883e-01,8.35326249e+00,-4.64158883e-01,1.75008044e+00,-4.64158883e-01,6.40032277e+00,-4.64158883e-01,1.86870927e+00,-4.64158883e-01,-3.99403603e+00,-4.64158883e-01,2.25463146e+00,-4.64158883e-01,-7.32716219e+00,-4.64158883e-01,2.27193560e+00,-4.64158883e-01,-9.76654163e+00,
-4.59517295e-01,1.18782849e+00,-4.59517295e-01,8.36450707e+00,-4.59517295e-01,1.74458790e+00,-4.59517295e-01,6.96751612e+00,-4.59517295e-01,1.74216750e+00,-4.59517295e-01,7.02359863e+00,-4.59517295e-01,1.16010908e+00,-4.59517295e-01,8.76628444e+00,-4.59517295e-01,1.74360537e+00,-4.59517295e-01,6.96386975e+00,-4.59517295e-01,1.86677757e+00,-4.59517295e-01,-3.65151132e+00,-4.59517295e-01,2.25331627e+00,-4.59517295e-01,-6.99634390e+00,-4.59517295e-01,2.27094952e+00,-4.59517295e-01,-9.55984410e+00,
-4.54875706e-01,1.18003428e+00,-4.54875706e-01,8.60537680e+00,-4.54875706e-01,1.73788374e+00,-4.54875706e-01,7.32279386e+00,-4.54875706e-01,1.73541775e+00,-4.54875706e-01,7.38237449e+00,-4.54875706e-01,1.15193026e+00,-4.54875706e-01,9.02894402e+00,-4.54875706e-01,1.73690362e+00,-4.54875706e-01,7.31973089e+00,-4.54875706e-01,1.86482739e+00,-4.54875706e-01,-3.43280474e+00,-4.54875706e-01,2.25199027e+00,-4.54875706e-01,-6.78347967e+00,-4.54875706e-01,2.26996942e+00,-4.54875706e-01,-9.42664400e+00,
-4.50234117e-01,1.17231026e+00,-4.50234117e-01,8.75317909e+00,-4.50234117e-01,1.73119998e+00,-4.50234117e-01,7.54601258e+00,-4.50234117e-01,1.72868744e+00,-4.50234117e-01,7.60765545e+00,-4.50234117e-01,1.14381535e+00,-4.50234117e-01,9.19182110e+00,-4.50234117e-01,1.73022218e+00,-4.50234117e-01,7.54314486e+00,-4.50234117e-01,1.86289666e+00,-4.50234117e-01,-3.29769627e+00,-4.50234117e-01,2.25067751e+00,-4.50234117e-01,-6.64913945e+00,-4.50234117e-01,2.26900308e+00,-4.50234117e-01,-9.34469428e+00,
-4.45592528e-01,1.16457025e+00,-4.45592528e-01,8.95201896e+00,-4.45592528e-01,1.72442624e+00,-4.45592528e-01,7.84507206e+00,-4.45592528e-01,1.72186440e+00,-4.45592528e-01,7.90934553e+00,-4.45592528e-01,1.13566523e+00,-4.45592528e-01,9.41100652e+00,-4.45592528e-01,1.72345056e+00,-4.45592528e-01,7.84240216e+00,-4.45592528e-01,1.86096569e+00,-4.45592528e-01,-3.11544570e+00,-4.45592528e-01,2.24936480e+00,-4.45592528e-01,-6.46721212e+00,-4.45592528e-01,2.26804443e+00,-4.45592528e-01,-9.23358454e+00,
-4.40950939e-01,1.15681271e+00,-4.40950939e-01,9.15454088e+00,-4.40950939e-01,1.71755679e+00,-4.40950939e-01,8.15191522e+00,-4.40950939e-01,1.71494292e+00,-4.40950939e-01,8.21867332e+00,-4.40950939e-01,1.12747683e+00,-4.40950939e-01,9.63533219e+00,-4.40950939e-01,1.71658318e+00,-4.40950939e-01,8.14927966e+00,-4.40950939e-01,1.85903397e+00,-4.40950939e-01,-2.92894947e+00,-4.40950939e-01,2.24805147e+00,-4.40950939e-01,-6.27877590e+00,-4.40950939e-01,2.26709330e+00,-4.40950939e-01,-9.11954415e+00,
-4.36309350e-01,1.14903588e+00,-4.36309350e-01,9.36102419e+00,-4.36309350e-01,1.71058541e+00,-4.36309350e-01,8.46706431e+00,-4.36309350e-01,1.70791678e+00,-4.36309350e-01,8.53610415e+00,-4.36309350e-01,1.11924674e+00,-4.36309350e-01,9.86518599e+00,-4.36309350e-01,1.70961393e+00,-4.36309350e-01,8.46426738e+00,-4.36309350e-01,1.85710096e+00,-4.36309350e-01,-2.73789108e+00,-4.36309350e-01,2.24673679e+00,-4.36309350e-01,-6.08328707e+00,-4.36309350e-01,2.26614951e+00,-4.36309350e-01,-9.00225666e+00,
-4.31667762e-01,1.14123780e+00,-4.31667762e-01,9.57175546e+00,-4.31667762e-01,1.70350514e+00,-4.31667762e-01,8.79114370e+00,-4.31667762e-01,1.70077913e+00,-4.31667762e-01,8.86219884e+00,-4.31667762e-01,1.11097115e+00,-4.31667762e-01,1.01009897e+01,-4.31667762e-01,1.70253605e+00,-4.31667762e-01,8.78795145e+00,-4.31667762e-01,1.85516603e+00,-4.31667762e-01,-2.54194035e+00,-4.31667762e-01,2.24541993e+00,-4.31667762e-01,-5.88016054e+00,-4.31667762e-01,2.26521285e+00,-4.31667762e-01,-8.88136346e+00,
-4.27026173e-01,1.13341623e+00,-4.27026173e-01,9.78704099e+00,-4.27026173e-01,1.69630828e+00,-4.27026173e-01,9.12483696e+00,-4.27026173e-01,1.69352238e+00,-4.27026173e-01,9.19756446e+00,-4.27026173e-01,1.10264579e+00,-4.27026173e-01,1.03432003e+01,-4.27026173e-01,1.69534205e+00,-4.27026173e-01,9.12097090e+00,-4.27026173e-01,1.85322850e+00,-4.27026173e-01,-2.34074085e+00,-4.27026173e-01,2.24410000e+00,-4.27026173e-01,-5.66876074e+00,-4.27026173e-01,2.26428307e+00,-4.27026173e-01,-8.75646288e+00,
-4.22384584e-01,1.12556868e+00,-4.22384584e-01,1.00072056e+01,-4.22384584e-01,1.68898621e+00,-4.22384584e-01,9.46889657e+00,-4.22384584e-01,1.68613812e+00,-4.22384584e-01,9.54286257e+00,-4.22384584e-01,1.09426591e+00,-4.22384584e-01,1.05923128e+01,-4.22384584e-01,1.68802358e+00,-4.22384584e-01,9.46402641e+00,-4.22384584e-01,1.85128761e+00,-4.22384584e-01,-2.13391088e+00,-4.22384584e-01,2.24277597e+00,-4.22384584e-01,-5.44839907e+00,-4.22384584e-01,2.26335988e+00,-4.22384584e-01,-8.62710489e+00,
