-4.64158883e-01,1.00000000e-01,-4.64158883e-01,1.19551682e+00,-4.64158883e-01,1.75106609e+00,-4.64158883e-01,1.74868549e+00,-4.64158883e-01,1.16814579e+00,-4.64158883e-01,1.75008044e+00,-4.64158883e-01,1.86870927e+00,-4.64158883e-01,2.25463146e+00,-4.64158883e-01,2.27193560e+00,
-4.59517295e-01,9.70000000e-02,-4.59517295e-01,1.18782849e+00,-4.59517295e-01,1.74458790e+00,-4.59517295e-01,1.74216750e+00,-4.59517295e-01,1.16010908e+00,-4.59517295e-01,1.74360537e+00,-4.59517295e-01,1.86677757e+00,-4.59517295e-01,2.25331627e+00,-4.59517295e-01,2.27094952e+00,
-4.54875706e-01,9.40896000e-02,-4.54875706e-01,1.18003428e+00,-4.54875706e-01,1.73788374e+00,-4.54875706e-01,1.73541775e+00,-4.54875706e-01,1.15193026e+00,-4.54875706e-01,1.73690362e+00,-4.54875706e-01,1.86482739e+00,-4.54875706e-01,2.25199027e+00,-4.54875706e-01,2.26996942e+00,
-4.50234117e-01,9.12380000e-02,-4.50234117e-01,1.17231026e+00,-4.50234117e-01,1.73119998e+00,-4.50234117e-01,1.72868744e+00,-4.50234117e-01,1.14381535e+00,-4.50234117e-01,1.73022218e+00,-4.50234117e-01,1.86289666e+00,-4.50234117e-01,2.25067751e+00,-4.50234117e-01,2.26900308e+00,
-4.45592528e-01,8.84446000e-02,-4.45592528e-01,1.16457025e+00,-4.45592528e-01,1.72442624e+00,-4.45592528e-01,1.72186440e+00,-4.45592528e-01,1.13566523e+00,-4.45592528e-01,1.72345056e+00,-4.45592528e-01,1.86096569e+00,-4.45592528e-01,2.24936480e+00,-4.45592528e-01,2.26804443e+00,
-4.40950939e-01,8.57088000e-02,-4.40950939e-01,1.15681271e+00,-4.40950939e-01,1.71755679e+00,-4.40950939e-01,1.71494292e+00,-4.40950939e-01,1.12747683e+00,-4.40950939e-01,1.71658318e+00,-4.40950939e-01,1.85903397e+00,-4.40950939e-01,2.24805147e+00,-4.40950939e-01,2.26709330e+00,
-4.36309350e-01,8.30300000e-02,-4.36309350e-01,1.14903588e+00,-4.36309350e-01,1.71058541e+00,-4.36309350e-01,1.70791678e+00,-4.36309350e-01,1.11924674e+00,-4.36309350e-01,1.70961393e+00,-4.36309350e-01,1.85710096e+00,-4.36309350e-01,2.24673679e+00,-4.36309350e-01,2.26614951e+00,
-4.31667762e-01,8.04076000e-02,-4.31667762e-01,1.14123780e+00,-4.31667762e-01,1.70350514e+00,-4.31667762e-01,1.70077913e+00,-4.31667762e-01,1.11097115e+00,-4.31667762e-01,1.70253605e+00,-4.31667762e-01,1.85516603e+00,-4.31667762e-01,2.24541993e+00,-4.31667762e-01,2.26521285e+00,
-4.27026173e-01,7.78410000e-02,-4.27026173e-01,1.13341623e+00,-4.27026173e-01,1.69630828e+00,-4.27026173e-01,1.69352238e+00,-4.27026173e-01,1.10264579e+00,-4.27026173e-01,1.69534205e+00,-4.27026173e-01,1.85322850e+00,-4.27026173e-01,2.24410000e+00,-4.27026173e-01,2.26428307e+00,
-4.22384584e-01,7.53296000e-02,-4.22384584e-01,1.12556868e+00,-4.22384584e-01,1.68898621e+00,-4.22384584e-01,1.68613812e+00,-4.22384584e-01,1.09426591e+00,-4.22384584e-01,1.68802358e+00,-4.22384584e-01,1.85128761e+00,-4.22384584e-01,2.24277597e+00,-4.22384584e-01,2.26335988e+00,
-4.17742995e-01,7.28728000e-02,-4.17742995e-01,1.11769236e+00,-4.17742995e-01,1.68152932e+00,-4.17742995e-01,1.67861703e+00,-4.17742995e-01,1.08582622e+00,-4.17742995e-01,1.68057137e+00,-4.17742995e-01,1.84934250e+00,-4.17742995e-01,2.24144674e+00,-4.17742995e-01,2.26244296e+00,
-4.13101406e-01,7.04700000e-02,-4.13101406e-01,1.10978420e+00,-4.13101406e-01,1.67392680e+00,-4.13101406e-01,1.67094870e+00,-4.13101406e-01,1.07732082e+00,-4.13101406e-01,1.67297503e+00,-4.13101406e-01,1.84739224e+00,-4.13101406e-01,2.24011105e+00,-4.13101406e-01,2.26153194e+00,
-4.08459817e-01,6.81206000e-02,-4.08459817e-01,1.10184074e+00,-4.08459817e-01,1.66616650e+00,-4.08459817e-01,1.66312154e+00,-4.08459817e-01,1.06874312e+00,-4.08459817e-01,1.66522291e+00,-4.08459817e-01,1.84543580e+00,-4.08459817e-01,2.23876752e+00,-4.08459817e-01,2.26062640e+00,
-4.03818229e-01,6.58240000e-02,-4.03818229e-01,1.09385818e+00,-4.03818229e-01,1.65823474e+00,-4.03818229e-01,1.65512255e+00,-4.03818229e-01,1.06008574e+00,-4.03818229e-01,1.65730195e+00,-4.03818229e-01,1.84347202e+00,-4.03818229e-01,2.23741460e+00,-4.03818229e-01,2.25972587e+00,
-3.99176640e-01,6.35796000e-02,-3.99176640e-01,1.08583229e+00,-3.99176640e-01,1.65011598e+00,-3.99176640e-01,1.64693717e+00,-3.99176640e-01,1.05134043e+00,-3.99176640e-01,1.64919737e+00,-3.99176640e-01,1.84149965e+00,-3.99176640e-01,2.23605055e+00,-3.99176640e-01,2.25882979e+00,
-3.94535051e-01,6.13868000e-02,-3.94535051e-01,1.07775835e+00,-3.94535051e-01,1.64179260e+00,-3.94535051e-01,1.63854896e+00,-3.94535051e-01,1.04249794e+00,-3.94535051e-01,1.64089249e+00,-3.94535051e-01,1.83951727e+00,-3.94535051e-01,2.23467343e+00,-3.94535051e-01,2.25793755e+00,
-3.89893462e-01,5.92450000e-02,-3.89893462e-01,1.06963116e+00,-3.89893462e-01,1.63324449e+00,-3.89893462e-01,1.62993936e+00,-3.89893462e-01,1.03354785e+00,-3.89893462e-01,1.63236833e+00,-3.89893462e-01,1.83752332e+00,-3.89893462e-01,2.23328106e+00,-3.89893462e-01,2.25704842e+00,
-3.85251873e-01,5.71536000e-02,-3.85251873e-01,1.06144491e+00,-3.85251873e-01,1.62444864e+00,-3.85251873e-01,1.62108732e+00,-3.85251873e-01,1.02447845e+00,-3.85251873e-01,1.62360325e+00,-3.85251873e-01,1.83551608e+00,-3.85251873e-01,2.23187097e+00,-3.85251873e-01,2.25616160e+00,
-3.80610284e-01,5.51120000e-02,-3.80610284e-01,1.05319313e+00,-3.80610284e-01,1.61537861e+00,-3.80610284e-01,1.61196884e+00,-3.80610284e-01,1.01527649e+00,-3.80610284e-01,1.61457249e+00,-3.80610284e-01,1.83349361e+00,-3.80610284e-01,2.23044035e+00,-3.80610284e-01,2.25527613e+00,
-3.75968696e-01,5.31196000e-02,-3.75968696e-01,1.04486861e+00,-3.75968696e-01,1.60600392e+00,-3.75968696e-01,1.60255650e+00,-3.75968696e-01,1.00592696e+00,-3.75968696e-01,1.60524756e+00,-3.75968696e-01,1.83145375e+00,-3.75968696e-01,2.22898603e+00,-3.75968696e-01,2.25439092e+00,
-3.71327107e-01,5.11758000e-02,-3.71327107e-01,1.03646328e+00,-3.71327107e-01,1.59628924e+00,-3.71327107e-01,1.59281877e+00,-3.71327107e-01,9.96412846e-01,-3.71327107e-01,1.59559556e+00,-3.71327107e-01,1.82939411e+00,-3.71327107e-01,2.22750437e+00,-3.71327107e-01,2.25350472e+00,
-3.66685518e-01,4.92800000e-02,-3.66685518e-01,1.02796812e+00,-3.66685518e-01,1.58619355e+00,-3.66685518e-01,1.58271926e+00,-3.66685518e-01,9.86714761e-01,-3.66685518e-01,1.58557833e+00,-3.66685518e-01,1.82731198e+00,-3.66685518e-01,2.22599118e+00,-3.66685518e-01,2.25261604e+00,
