-1.20000000e+00,1.76637454e-04,-1.20000000e+00,1.47644910e-04,-1.20000000e+00,1.10028027e+00,-1.20000000e+00,9.19684796e-01,
-1.19000000e+00,1.75159352e-04,-1.19000000e+00,1.47975360e-04,-1.19000000e+00,1.09107313e+00,-1.19000000e+00,9.21743182e-01,
-1.18000000e+00,1.73677946e-04,-1.18000000e+00,1.48300351e-04,-1.18000000e+00,1.08184540e+00,-1.18000000e+00,9.23767561e-01,
-1.17000000e+00,1.72193345e-04,-1.17000000e+00,1.48613955e-04,-1.17000000e+00,1.07259777e+00,-1.17000000e+00,9.25721011e-01,
-1.16000000e+00,1.70705667e-04,-1.16000000e+00,1.48915215e-04,-1.16000000e+00,1.06333098e+00,-1.16000000e+00,9.27597568e-01,
-1.15000000e+00,1.69215041e-04,-1.15000000e+00,1.49203134e-04,-1.15000000e+00,1.05404582e+00,-1.15000000e+00,9.29391023e-01,
-1.14000000e+00,1.67721605e-04,-1.14000000e+00,1.49476680e-04,-1.14000000e+00,1.04474316e+00,-1.14000000e+00,9.31094953e-01,
-1.13000000e+00,1.66225507e-04,-1.13000000e+00,1.49734796e-04,-1.13000000e+00,1.03542392e+00,-1.13000000e+00,9.32702765e-01,
-1.12000000e+00,1.64726909e-04,-1.12000000e+00,1.49976405e-04,-1.12000000e+00,1.02608911e+00,-1.12000000e+00,9.34207754e-01,
-1.11000000e+00,1.63225979e-04,-1.11000000e+00,1.50200422e-04,-1.11000000e+00,1.01673977e+00,-1.11000000e+00,9.35603164e-01,
-1.10000000e+00,1.61722900e-04,-1.10000000e+00,1.50405767e-04,-1.10000000e+00,1.00737704e+00,-1.10000000e+00,9.36882262e-01,
-1.09000000e+00,1.60217864e-04,-1.09000000e+00,1.50591375e-04,-1.09000000e+00,9.98002124e-01,-1.09000000e+00,9.38038421e-01,
-1.08000000e+00,1.58711073e-04,-1.08000000e+00,1.50756214e-04,-1.08000000e+00,9.88616275e-01,-1.08000000e+00,9.39065209e-01,
-1.07000000e+00,1.57202740e-04,-1.07000000e+00,1.50899297e-04,-1.07000000e+00,9.79220820e-01,-1.07000000e+00,9.39956480e-01,
