# Open-loop AC Monte Carlo simulation mismatch-only voltage gain
# N B M BN BM NN NV MV
36.6171 36.6171 36.6171 33.0954 36.6171 69.7964 69.8588 73.2655
36.2065 36.2065 36.2065 32.6848 36.2065 68.9902 69.0556 72.4699
36.3978 36.3978 36.3978 32.8761 36.3978 69.3716 69.4356 72.8532
36.2095 36.2095 36.2095 32.6878 36.2095 68.9968 69.0622 72.4773
36.2707 36.2707 36.2707 32.749 36.2707 69.1179 69.1829 72.5981
36.6295 36.6295 36.6295 33.1078 36.6295 69.8205 69.8828 73.2889
36.0807 36.0807 36.0807 32.559 36.0807 74.1117 74.7642 72.2179
36.3455 36.3455 36.3455 32.8238 36.3455 69.267 69.3314 72.7478
36.6369 36.6369 36.6369 33.1151 36.6369 69.8398 69.902 73.3137
36.0601 36.0601 36.0601 32.5384 36.0602 68.7015 68.7681 72.1835
36.4357 36.4357 36.4357 32.914 36.4357 69.4414 69.5051 72.9165
36.1477 36.1477 36.1477 32.626 36.1477 68.8757 68.9416 86.1056
35.9552 35.9553 35.9554 32.4337 35.9555 68.4976 68.565 71.9831
35.8563 35.8569 35.8572 32.3357 35.8577 68.3075 68.3757 71.7946
36.2049 36.2049 36.2049 32.6832 36.2049 68.9894 69.0548 72.4719
36.6192 36.6192 36.6192 33.0975 36.6192 69.8017 69.8641 73.272
36.3107 36.3107 36.3107 32.789 36.3107 69.1942 69.2589 72.6706
36.1796 36.1796 36.1796 32.6578 36.1796 68.9381 69.0037 72.4194
36.3447 36.3447 36.3447 32.823 36.3447 69.2628 69.3272 72.7404
36.4895 36.4895 36.4895 32.9678 36.4895 69.5484 69.6118 73.024
