# Open-loop AC Monte Carlo simulation mismatch-only GBW
# N B M BN BM NN NV MV
9.96891E+06 1.00452E+07 9.99773E+06 9.93156E+06 9.99176E+06 2.20254E+07 2.21598E+07 2.22704E+07
1.00044E+07 1.00798E+07 1.00331E+07 9.96702E+06 1.0027E+07 2.18019E+07 2.19342E+07 2.2039E+07
9.90857E+06 9.9819E+06 9.93642E+06 9.8716E+06 9.93044E+06 2.15125E+07 2.16415E+07 2.17424E+07
1.03545E+07 1.04327E+07 1.03844E+07 1.03154E+07 1.03781E+07 2.2739E+07 2.28777E+07 2.299E+07
9.80038E+06 9.87339E+06 9.82807E+06 9.7634E+06 9.8221E+06 2.16171E+07 2.17449E+07 2.18499E+07
9.80126E+06 9.87448E+06 9.82907E+06 9.76413E+06 9.8231E+06 2.19858E+07 2.2115E+07 2.22273E+07
9.71028E+06 9.78266E+06 9.73775E+06 9.67415E+06 9.7319E+06 2.11063E+07 2.12324E+07 2.13319E+07
9.83349E+06 9.90822E+06 9.86204E+06 9.79649E+06 9.85607E+06 2.10789E+07 2.12084E+07 2.13054E+07
9.92509E+06 9.99906E+06 9.95326E+06 9.88812E+06 9.94728E+06 2.20271E+07 2.21569E+07 2.22667E+07
1.00611E+07 1.01342E+07 1.00886E+07 1.00231E+07 1.00825E+07 2.26866E+07 2.28162E+07 2.29306E+07
9.73803E+06 9.8082E+06 9.7641E+06 9.70162E+06 9.75826E+06 2.13342E+07 2.14601E+07 2.15608E+07
1.0175E+07 1.02477E+07 1.02022E+07 1.01368E+07 1.0196E+07 2.23016E+07 2.24332E+07 2.25384E+07
9.77457E+06 9.84859E+06 9.80277E+06 9.73833E+06 9.79679E+06 2.17424E+07 2.18694E+07 2.19796E+07
1.01148E+07 1.01917E+07 1.01442E+07 1.00765E+07 1.01381E+07 2.19722E+07 2.21092E+07 2.22151E+07
9.769E+06 9.84134E+06 9.79632E+06 9.73265E+06 9.79034E+06 2.1958E+07 2.20857E+07 2.21974E+07
1.01181E+07 1.01933E+07 1.01467E+07 1.00802E+07 1.01406E+07 2.25006E+07 2.26332E+07 2.27456E+07
9.89461E+06 9.96854E+06 9.92276E+06 9.85738E+06 9.91679E+06 2.25676E+07 2.26986E+07 2.2819E+07
9.96444E+06 1.00404E+07 9.99318E+06 9.92706E+06 9.98721E+06 2.19592E+07 2.20942E+07 2.22038E+07
9.96169E+06 1.0036E+07 9.98963E+06 9.92421E+06 9.98366E+06 2.20932E+07 2.22263E+07 2.2336E+07
1.00977E+07 1.0173E+07 1.01264E+07 1.00595E+07 1.01203E+07 2.23867E+07 2.23577E+07 2.24668E+07
1.01032E+07 1.01789E+07 1.0132E+07 1.00651E+07 1.01259E+07 2.1896E+07 2.20306E+07 2.21343E+07
9.84591E+06 9.91892E+06 9.87361E+06 9.8088E+06 9.86763E+06 2.13048E+07 2.14327E+07 2.15324E+07
1.00112E+07 1.0087E+07 1.00401E+07 9.9735E+06 1.0034E+07 2.2296E+07 2.243E+07 2.25438E+07
1.0046E+07 1.01204E+07 1.00742E+07 1.0008E+07 1.00681E+07 2.15313E+07 2.16625E+07 2.17596E+07
9.9488E+06 1.00225E+07 9.97658E+06 9.91166E+06 9.9706E+06 2.22587E+07 2.23873E+07 2.2501E+07
1.012E+07 1.01944E+07 1.01482E+07 1.00823E+07 1.01421E+07 2.2348E+07 2.24781E+07 2.25873E+07
9.73629E+06 9.80859E+06 9.76341E+06 9.70012E+06 9.75757E+06 2.20899E+07 2.22157E+07 2.23308E+07
9.93921E+06 1.00136E+07 9.96743E+06 9.90208E+06 9.96146E+06 2.20884E+07 2.22196E+07 2.23301E+07
9.8189E+06 9.89223E+06 9.84676E+06 9.78179E+06 9.84078E+06 2.16052E+07 2.17331E+07 2.18377E+07
1.00034E+07 1.00784E+07 1.00319E+07 9.96604E+06 1.00258E+07 2.23634E+07 2.24964E+07 2.26102E+07
9.98702E+06 1.00634E+07 1.00163E+07 9.94985E+06 1.00105E+07 2.20137E+07 2.21508E+07 2.34385E+07
9.83934E+06 9.91412E+06 9.86792E+06 9.80231E+06 9.86194E+06 2.14321E+07 2.15623E+07 2.16656E+07
9.80141E+06 9.87391E+06 9.82885E+06 9.76443E+06 9.82287E+06 2.1681E+07 2.18085E+07 2.19142E+07
1.00021E+07 1.00782E+07 1.00311E+07 9.96491E+06 1.0025E+07 2.27159E+07 2.28476E+07 2.29685E+07
9.93449E+06 1.00078E+07 9.96224E+06 9.89733E+06 9.95626E+06 2.19286E+07 2.206E+07 2.21673E+07
9.81381E+06 9.88829E+06 9.84223E+06 9.77657E+06 9.83626E+06 2.19278E+07 2.20591E+07 2.21716E+07
9.81807E+06 9.89012E+06 9.84529E+06 9.78121E+06 9.83931E+06 2.13826E+07 2.15089E+07 2.16089E+07
9.95377E+06 1.00276E+07 9.98154E+06 9.91641E+06 9.97556E+06 2.13792E+07 2.29044E+07 2.14875E+07
1.00073E+07 1.00822E+07 1.00357E+07 9.96998E+06 1.00296E+07 2.24484E+07 2.25799E+07 2.26944E+07
9.77296E+06 9.84684E+06 9.80109E+06 9.73675E+06 9.79511E+06 2.20559E+07 2.21833E+07 2.22978E+07
9.97988E+06 1.00555E+07 1.00084E+07 9.9426E+06 1.00023E+07 2.17519E+07 2.18848E+07 2.19902E+07
9.78035E+06 9.85386E+06 9.8083E+06 9.74396E+06 9.80232E+06 2.16445E+07 2.17721E+07 2.18783E+07
9.89304E+06 9.96625E+06 9.92084E+06 9.85582E+06 9.91486E+06 2.20124E+07 2.21432E+07 2.22591E+07
9.80808E+06 9.8806E+06 9.83555E+06 9.77072E+06 9.82959E+06 2.18848E+07 2.2015E+07 2.2125E+07
1.00161E+07 1.00921E+07 1.00452E+07 9.97831E+06 1.00392E+07 2.19902E+07 2.21257E+07 2.22337E+07
9.88468E+06 9.95912E+06 9.91309E+06 9.84738E+06 9.90711E+06 2.21897E+07 2.23209E+07 2.24358E+07
9.92669E+06 1.00023E+07 9.95563E+06 9.88955E+06 9.94966E+06 2.16629E+07 2.1794E+07 2.18994E+07
9.86099E+06 9.93309E+06 9.88823E+06 9.82391E+06 9.88226E+06 2.15536E+07 2.16814E+07 2.17827E+07
1.00392E+07 1.01146E+07 1.00679E+07 1.00011E+07 1.00618E+07 2.20709E+07 2.22037E+07 2.23109E+07
1.00292E+07 1.01051E+07 1.00581E+07 9.99138E+06 1.0052E+07 2.19611E+07 2.20941E+07 2.22007E+07
1.00313E+07 1.01051E+07 1.00592E+07 9.99343E+06 1.0053E+07 2.21007E+07 2.22295E+07 2.23356E+07
